Date, State, District, Positivity
2021-05-10,ANDAMAN AND NICOBAR ISLANDS,NICOBARS,0.20754716981132076
2021-05-10,ANDHRA PRADESH,CHITTOOR,0.35250846414281317
2021-05-10,ANDHRA PRADESH,VISAKHAPATANAM,0.34249379236292865
2021-05-10,ANDHRA PRADESH,ANANTAPUR,0.33215518992484255
2021-05-10,ANDHRA PRADESH,SRIKAKULAM,0.3203763307749443
2021-05-10,ANDHRA PRADESH,VIZIANAGARAM,0.3037679226408803
2021-05-10,ANDHRA PRADESH,SPSR NELLORE,0.28178786368689385
2021-05-10,ANDHRA PRADESH,KURNOOL,0.27963535838873166
2021-05-10,ANDHRA PRADESH,Y.S.R.,0.26572375919593827
2021-05-10,ANDHRA PRADESH,GUNTUR,0.24025021768021632
2021-05-10,ANDHRA PRADESH,KRISHNA,0.23731670318557221
2021-05-10,ANDHRA PRADESH,EAST GODAVARI,0.23442413939651507
2021-05-10,ANDHRA PRADESH,WEST GODAVARI,0.1485063824187393
2021-05-10,ARUNACHAL PRADESH,CHANGLANG,0.8823529411764706
2021-05-10,ARUNACHAL PRADESH,DIBANG VALLEY,0.8095238095238095
2021-05-10,ARUNACHAL PRADESH,NAMSAI,0.4146341463414634
2021-05-10,ARUNACHAL PRADESH,TAWANG,0.4125
2021-05-10,ARUNACHAL PRADESH,LOWER SIANG,0.3113207547169811
2021-05-10,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,0.24522292993630573
2021-05-10,ARUNACHAL PRADESH,PAPUM PARE,0.23513513513513515
2021-05-10,ARUNACHAL PRADESH,ANJAW,0.2
2021-05-10,ARUNACHAL PRADESH,SHI YOMI,0.16666666666666666
2021-05-10,ARUNACHAL PRADESH,EAST KAMENG,0.14285714285714285
2021-05-10,ARUNACHAL PRADESH,TIRAP,0.125
2021-05-10,ARUNACHAL PRADESH,KAMLE,0.1111111111111111
2021-05-10,ARUNACHAL PRADESH,LOHIT,0.10526315789473684
2021-05-10,ASSAM,NALBARI,0.39338999055712937
2021-05-10,ASSAM,KOKRAJHAR,0.2961165048543689
2021-05-10,ASSAM,DIBRUGARH,0.20576714726227185
2021-05-10,ASSAM,KAMRUP METRO,0.20280904899753405
2021-05-10,ASSAM,MARIGAON,0.18364289994008387
2021-05-10,ASSAM,KAMRUP,0.17906030336662968
2021-05-10,ASSAM,TINSUKIA,0.17878077373974208
2021-05-10,ASSAM,HOJAI,0.17660125879303962
2021-05-10,ASSAM,CACHAR,0.1563067975281716
2021-05-10,ASSAM,GOLAGHAT,0.146295422369042
2021-05-10,ASSAM,LAKHIMPUR,0.13472600666061157
2021-05-10,ASSAM,MAJULI,0.13454545454545455
2021-05-10,ASSAM,KARIMGANJ,0.12889408099688474
2021-05-10,ASSAM,BISWANATH,0.12833333333333333
2021-05-10,ASSAM,SONITPUR,0.1282773183177899
2021-05-10,ASSAM,HAILAKANDI,0.12609457092819615
2021-05-10,ASSAM,NAGAON,0.1230570876011747
2021-05-10,ASSAM,DARRANG,0.11990986640914213
2021-05-10,ASSAM,CHARAIDEO,0.11469265367316342
2021-05-10,ASSAM,BONGAIGAON,0.11175656984785616
2021-05-10,BIHAR,SHEIKHPURA,0.305591677503251
2021-05-10,BIHAR,PASHCHIM CHAMPARAN,0.2955518945634267
2021-05-10,BIHAR,JAMUI,0.2953625322046375
2021-05-10,BIHAR,MUZAFFARPUR,0.27658568862841476
2021-05-10,BIHAR,PATNA,0.2579496229744906
2021-05-10,BIHAR,AURANGABAD,0.24472131147540985
2021-05-10,BIHAR,PURNIA,0.2344456667889011
2021-05-10,BIHAR,SAHARSA,0.21326141297197737
2021-05-10,BIHAR,NALANDA,0.21311742208479129
2021-05-10,BIHAR,BEGUSARAI,0.20133524082021936
2021-05-10,BIHAR,VAISHALI,0.20052294653322514
2021-05-10,BIHAR,SAMASTIPUR,0.1998014888337469
2021-05-10,BIHAR,SHEOHAR,0.19087719298245615
2021-05-10,BIHAR,DARBHANGA,0.17378867989945393
2021-05-10,BIHAR,MADHUBANI,0.17276227141482195
2021-05-10,BIHAR,SIWAN,0.16236965738512663
2021-05-10,BIHAR,KATIHAR,0.16234360695758315
2021-05-10,BIHAR,MUNGER,0.15935231714126186
2021-05-10,BIHAR,KHAGARIA,0.1581532416502947
2021-05-10,BIHAR,GOPALGANJ,0.1560294117647059
2021-05-10,BIHAR,MADHEPURA,0.15391980849790546
2021-05-10,BIHAR,BHAGALPUR,0.1489301483074833
2021-05-10,BIHAR,BUXAR,0.14703968770331816
2021-05-10,BIHAR,SARAN,0.14172725093872335
2021-05-10,BIHAR,PURBI CHAMPARAN,0.13917758698599186
2021-05-10,BIHAR,ARARIA,0.13106183522624842
2021-05-10,BIHAR,LAKHISARAI,0.1300177619893428
2021-05-10,BIHAR,ARWAL,0.1286549707602339
2021-05-10,BIHAR,SUPAUL,0.12644754768392372
2021-05-10,BIHAR,GAYA,0.12502301601914934
2021-05-10,BIHAR,SITAMARHI,0.10497870946609891
2021-05-10,BIHAR,ROHTAS,0.10394889663182347
2021-05-10,BIHAR,KISHANGANJ,0.10237439779766001
2021-05-10,CHANDIGARH,CHANDIGARH,0.27247651409154505
2021-05-10,CHHATTISGARH,JANJGIR CHAMPA,0.4779043565348022
2021-05-10,CHHATTISGARH,SURAJPUR,0.41700105596620907
2021-05-10,CHHATTISGARH,KOREA,0.35080223229856994
2021-05-10,CHHATTISGARH,MUNGELI,0.346208510994064
2021-05-10,CHHATTISGARH,RAIGARH,0.32468157744999343
2021-05-10,CHHATTISGARH,GARIYABAND,0.315745947734039
2021-05-10,CHHATTISGARH,BALRAMPUR,0.31444201312910286
2021-05-10,CHHATTISGARH,SURGUJA,0.30347432024169185
2021-05-10,CHHATTISGARH,BALODA BAZAR,0.29772079772079774
2021-05-10,CHHATTISGARH,BILASPUR,0.2948724156296906
2021-05-10,CHHATTISGARH,KORBA,0.28587913496880074
2021-05-10,CHHATTISGARH,DHAMTARI,0.2736582243759715
2021-05-10,CHHATTISGARH,GAURELLA PENDRA MARWAHI,0.25951712521055587
2021-05-10,CHHATTISGARH,BEMETARA,0.2546912832929782
2021-05-10,CHHATTISGARH,BALOD,0.24365086244257605
2021-05-10,CHHATTISGARH,MAHASAMUND,0.23529411764705882
2021-05-10,CHHATTISGARH,RAIPUR,0.2191090771408817
2021-05-10,CHHATTISGARH,JASHPUR,0.18811364606555045
2021-05-10,CHHATTISGARH,DURG,0.1876621504756414
2021-05-10,CHHATTISGARH,RAJNANDGAON,0.1690756941802967
2021-05-10,CHHATTISGARH,KONDAGAON,0.1617000488519785
2021-05-10,CHHATTISGARH,KANKER,0.1488361581920904
2021-05-10,CHHATTISGARH,BASTAR,0.14660479212046595
2021-05-10,CHHATTISGARH,DANTEWADA,0.10357784675706584
2021-05-10,DELHI,WEST,0.38387912860154605
2021-05-10,DELHI,SOUTH WEST,0.3510265086251635
2021-05-10,DELHI,NORTH WEST,0.2930057100451444
2021-05-10,DELHI,NEW DELHI,0.29111967154949564
2021-05-10,DELHI,SOUTH,0.24639776894076332
2021-05-10,DELHI,EAST,0.2405359593187505
2021-05-10,DELHI,NORTH,0.21119482693917613
2021-05-10,DELHI,SOUTH EAST,0.19517477889417004
2021-05-10,DELHI,CENTRAL,0.18826315627595117
2021-05-10,DELHI,SHAHDARA,0.1336835556784406
2021-05-10,DELHI,NORTH EAST,0.11820769897264513
2021-05-10,GOA,NORTH GOA,0.5252602183295253
2021-05-10,GOA,SOUTH GOA,0.4809979817065315
2021-05-10,GUJARAT,PANCH MAHALS,0.2235930370119993
2021-05-10,GUJARAT,GIR SOMNATH,0.2130281690140845
2021-05-10,GUJARAT,VADODARA,0.19391375245146647
2021-05-10,GUJARAT,MAHESANA,0.1899755501222494
2021-05-10,GUJARAT,BHAVNAGAR,0.18443997317236754
2021-05-10,GUJARAT,NARMADA,0.18068077276908923
2021-05-10,GUJARAT,RAJKOT,0.17252711952358596
2021-05-10,GUJARAT,TAPI,0.16178149980966883
2021-05-10,GUJARAT,PATAN,0.1542695392357289
2021-05-10,GUJARAT,KACHCHH,0.15194215259108185
2021-05-10,GUJARAT,DOHAD,0.1480158472429694
2021-05-10,GUJARAT,VALSAD,0.1358210620258813
2021-05-10,GUJARAT,BHARUCH,0.13362902308654612
2021-05-10,GUJARAT,JUNAGADH,0.12584586923713548
2021-05-10,GUJARAT,NAVSARI,0.12445589411033135
2021-05-10,GUJARAT,CHHOTAUDEPUR,0.11628874557936343
2021-05-10,GUJARAT,ARVALLI,0.11614837017609592
2021-05-10,GUJARAT,JAMNAGAR,0.11520210151682062
2021-05-10,GUJARAT,AHMADABAD,0.11037631776108925
2021-05-10,GUJARAT,SURENDRANAGAR,0.10996300548539355
2021-05-10,GUJARAT,ANAND,0.10778972169047268
2021-05-10,GUJARAT,AMRELI,0.1049447201183947
2021-05-10,GUJARAT,GANDHINAGAR,0.10456480839687098
2021-05-10,HARYANA,NUH,0.5381165919282511
2021-05-10,HARYANA,SONIPAT,0.5166715845382118
2021-05-10,HARYANA,BHIWANI,0.4836279784780938
2021-05-10,HARYANA,PANIPAT,0.48201438848920863
2021-05-10,HARYANA,FARIDABAD,0.4261746036809033
2021-05-10,HARYANA,ROHTAK,0.4193039110154288
2021-05-10,HARYANA,REWARI,0.416743161373233
2021-05-10,HARYANA,MAHENDRAGARH,0.3790753232152895
2021-05-10,HARYANA,KARNAL,0.37700236801782977
2021-05-10,HARYANA,PALWAL,0.36551724137931035
2021-05-10,HARYANA,HISAR,0.358832264841175
2021-05-10,HARYANA,CHARKI DADRI,0.3561915556814962
2021-05-10,HARYANA,JIND,0.3560236321602877
2021-05-10,HARYANA,GURUGRAM,0.3531063278381686
2021-05-10,HARYANA,YAMUNANAGAR,0.3243336794738664
2021-05-10,HARYANA,PANCHKULA,0.3234198225052503
2021-05-10,HARYANA,AMBALA,0.3231089160384715
2021-05-10,HARYANA,FATEHABAD,0.2977615092214557
2021-05-10,HARYANA,JHAJJAR,0.29656988224968917
2021-05-10,HARYANA,SIRSA,0.17949857752489332
2021-05-10,HARYANA,KURUKSHETRA,0.15188985913697495
2021-05-10,HARYANA,KAITHAL,0.12653202140514413
2021-05-10,HIMACHAL PRADESH,LAHUL AND SPITI,0.48729792147806006
2021-05-10,HIMACHAL PRADESH,SIRMAUR,0.3895661527429186
2021-05-10,HIMACHAL PRADESH,MANDI,0.2985380866888946
2021-05-10,HIMACHAL PRADESH,KANGRA,0.29468709071237403
2021-05-10,HIMACHAL PRADESH,SOLAN,0.29264792774542076
2021-05-10,HIMACHAL PRADESH,UNA,0.22451863628334218
2021-05-10,HIMACHAL PRADESH,BILASPUR,0.22145753963377166
2021-05-10,HIMACHAL PRADESH,KINNAUR,0.18781725888324874
2021-05-10,HIMACHAL PRADESH,SHIMLA,0.17746580273578114
2021-05-10,HIMACHAL PRADESH,KULLU,0.16621359223300972
2021-05-10,HIMACHAL PRADESH,CHAMBA,0.13186106346483706
2021-05-10,HIMACHAL PRADESH,HAMIRPUR,0.1287718862535701
2021-05-10,JAMMU AND KASHMIR,JAMMU,0.3557162906185901
2021-05-10,JAMMU AND KASHMIR,PULWAMA,0.16761412575366064
2021-05-10,JAMMU AND KASHMIR,BUDGAM,0.16671570069628322
2021-05-10,JAMMU AND KASHMIR,ANANTNAG,0.1549435308103824
2021-05-10,JAMMU AND KASHMIR,SRINAGAR,0.15204217670585385
2021-05-10,JAMMU AND KASHMIR,UDHAMPUR,0.1285316354954238
2021-05-10,JAMMU AND KASHMIR,KULGAM,0.12656514382402706
2021-05-10,JAMMU AND KASHMIR,REASI,0.11476725521669343
2021-05-10,JHARKHAND,GUMLA,0.27606247729749367
2021-05-10,JHARKHAND,RAMGARH,0.26971632259022726
2021-05-10,JHARKHAND,HAZARIBAGH,0.2563861168643696
2021-05-10,JHARKHAND,RANCHI,0.2473855213727282
2021-05-10,JHARKHAND,KODERMA,0.22209424083769633
2021-05-10,JHARKHAND,LOHARDAGA,0.20707070707070707
2021-05-10,JHARKHAND,EAST SINGHBUM,0.2053862397997758
2021-05-10,JHARKHAND,BOKARO,0.2022108843537415
2021-05-10,JHARKHAND,GARHWA,0.18729851708575113
2021-05-10,JHARKHAND,WEST SINGHBHUM,0.1690254100997105
2021-05-10,JHARKHAND,CHATRA,0.1686896981014628
2021-05-10,JHARKHAND,SIMDEGA,0.16643092880716642
2021-05-10,JHARKHAND,LATEHAR,0.14943789415958322
2021-05-10,JHARKHAND,GIRIDIH,0.14657267865824017
2021-05-10,JHARKHAND,PALAMU,0.14142707484576883
2021-05-10,JHARKHAND,DEOGHAR,0.11193721602643536
2021-05-10,JHARKHAND,SARAIKELA KHARSAWAN,0.1086430613591379
2021-05-10,JHARKHAND,JAMTARA,0.10437344913151365
2021-05-10,KARNATAKA,UTTARA KANNADA,0.45164344650344923
2021-05-10,KARNATAKA,BALLARI,0.4308868501529052
2021-05-10,KARNATAKA,MYSURU,0.4005711590861455
2021-05-10,KARNATAKA,HASSAN,0.391942077832912
2021-05-10,KARNATAKA,KOLAR,0.38259212198221093
2021-05-10,KARNATAKA,TUMAKURU,0.3732139586004763
2021-05-10,KARNATAKA,BENGALURU RURAL,0.3564316195895143
2021-05-10,KARNATAKA,KODAGU,0.3551457026927333
2021-05-10,KARNATAKA,UDUPI,0.35171292167252505
2021-05-10,KARNATAKA,BENGALURU URBAN,0.3464258538113782
2021-05-10,KARNATAKA,SHIVAMOGGA,0.338741429638178
2021-05-10,KARNATAKA,DAKSHINA KANNADA,0.3332554100988512
2021-05-10,KARNATAKA,DHARWAD,0.31780670410073164
2021-05-10,KARNATAKA,CHAMARAJANAGARA,0.31515479981031097
2021-05-10,KARNATAKA,KOPPAL,0.31219461482482586
2021-05-10,KARNATAKA,BAGALKOTE,0.30411710078273557
2021-05-10,KARNATAKA,RAICHUR,0.2998692513216986
2021-05-10,KARNATAKA,KALABURAGI,0.29971172718351324
2021-05-10,KARNATAKA,CHIKKAMAGALURU,0.2899992463637049
2021-05-10,KARNATAKA,RAMANAGARA,0.2748577736265602
2021-05-10,KARNATAKA,VIJAYAPURA,0.25543152082583126
2021-05-10,KARNATAKA,YADGIR,0.2545407636738906
2021-05-10,KARNATAKA,GADAG,0.24969611021069693
2021-05-10,KARNATAKA,CHIKKABALLAPURA,0.24683509315053348
2021-05-10,KARNATAKA,BELAGAVI,0.2449104546150314
2021-05-10,KARNATAKA,MANDYA,0.2435974444383771
2021-05-10,KARNATAKA,DAVANGERE,0.19127979512771687
2021-05-10,KARNATAKA,BIDAR,0.15537652088128906
2021-05-10,KERALA,MALAPPURAM,0.3374356074111413
2021-05-10,KERALA,ERNAKULAM,0.3001919634540462
2021-05-10,KERALA,PALAKKAD,0.2987577824778814
2021-05-10,KERALA,THIRUVANANTHAPURAM,0.2948486032026641
2021-05-10,KERALA,KANNUR,0.2945175477020658
2021-05-10,KERALA,ALAPPUZHA,0.28371822561887355
2021-05-10,KERALA,THRISSUR,0.28218874202791383
2021-05-10,KERALA,KOTTAYAM,0.2740138158226465
2021-05-10,KERALA,KOZHIKODE,0.2712564575143223
2021-05-10,KERALA,WAYANAD,0.25896481732070364
2021-05-10,KERALA,KASARAGOD,0.24440862381624018
2021-05-10,KERALA,IDUKKI,0.22980937016429065
2021-05-10,KERALA,PATHANAMTHITTA,0.2271119111166284
2021-05-10,KERALA,KOLLAM,0.21920487209439682
2021-05-10,LADAKH,LEH LADAKH,0.2191708476366517
2021-05-10,MADHYA PRADESH,SHAHDOL,0.4888388285889822
2021-05-10,MADHYA PRADESH,VIDISHA,0.48300720906282185
2021-05-10,MADHYA PRADESH,SAGAR,0.41052958212660323
2021-05-10,MADHYA PRADESH,SIDHI,0.40845416564266407
2021-05-10,MADHYA PRADESH,JABALPUR,0.38544727871164924
2021-05-10,MADHYA PRADESH,CHHATARPUR,0.3839452395768513
2021-05-10,MADHYA PRADESH,ANUPPUR,0.3738842132109156
2021-05-10,MADHYA PRADESH,DATIA,0.35675182481751827
2021-05-10,MADHYA PRADESH,SINGRAULI,0.3531283138918346
2021-05-10,MADHYA PRADESH,RATLAM,0.34587398710104184
2021-05-10,MADHYA PRADESH,BETUL,0.34075224292615597
2021-05-10,MADHYA PRADESH,REWA,0.32910870685213806
2021-05-10,MADHYA PRADESH,SHIVPURI,0.30670224454559725
2021-05-10,MADHYA PRADESH,INDORE,0.3059759843619101
2021-05-10,MADHYA PRADESH,UMARIA,0.28810663021189337
2021-05-10,MADHYA PRADESH,MANDSAUR,0.2863326479818202
2021-05-10,MADHYA PRADESH,MANDLA,0.2799315849486887
2021-05-10,MADHYA PRADESH,GWALIOR,0.2794955248169243
2021-05-10,MADHYA PRADESH,HOSHANGABAD,0.2735442127965492
2021-05-10,MADHYA PRADESH,KATNI,0.270188679245283
2021-05-10,MADHYA PRADESH,DAMOH,0.2682276229994072
2021-05-10,MADHYA PRADESH,NARSINGHPUR,0.258029276818877
2021-05-10,MADHYA PRADESH,DHAR,0.24098632407791132
2021-05-10,MADHYA PRADESH,RAISEN,0.24076007517226977
2021-05-10,MADHYA PRADESH,BHOPAL,0.23503649635036497
2021-05-10,MADHYA PRADESH,HARDA,0.23363471971066907
2021-05-10,MADHYA PRADESH,UJJAIN,0.21947425727173744
2021-05-10,MADHYA PRADESH,SATNA,0.21916623421553363
2021-05-10,MADHYA PRADESH,NEEMUCH,0.21649484536082475
2021-05-10,MADHYA PRADESH,SEHORE,0.2151048492791612
2021-05-10,MADHYA PRADESH,NIWARI,0.2142485699427977
2021-05-10,MADHYA PRADESH,BALAGHAT,0.2126704953338119
2021-05-10,MADHYA PRADESH,SEONI,0.21125515615792576
2021-05-10,MADHYA PRADESH,PANNA,0.2013644366197183
2021-05-10,MADHYA PRADESH,KHARGONE,0.19977298524404086
2021-05-10,MADHYA PRADESH,RAJGARH,0.1991015274034142
2021-05-10,MADHYA PRADESH,TIKAMGARH,0.19301570113697888
2021-05-10,MADHYA PRADESH,MORENA,0.19049429657794678
2021-05-10,MADHYA PRADESH,SHEOPUR,0.18888888888888888
2021-05-10,MADHYA PRADESH,SHAJAPUR,0.1644486692015209
2021-05-10,MADHYA PRADESH,DINDORI,0.1623059866962306
2021-05-10,MADHYA PRADESH,BARWANI,0.15704177128509472
2021-05-10,MADHYA PRADESH,AGAR MALWA,0.14535068232307205
2021-05-10,MADHYA PRADESH,JHABUA,0.13779745434421695
2021-05-10,MADHYA PRADESH,ASHOKNAGAR,0.12172682236376504
2021-05-10,MAHARASHTRA,AHMEDNAGAR,0.4282074613284804
2021-05-10,MAHARASHTRA,BULDHANA,0.403106465441306
2021-05-10,MAHARASHTRA,CHANDRAPUR,0.3512136409227683
2021-05-10,MAHARASHTRA,SATARA,0.34380728503957386
2021-05-10,MAHARASHTRA,NASHIK,0.3353288236692529
2021-05-10,MAHARASHTRA,HINGOLI,0.33275648949320147
2021-05-10,MAHARASHTRA,BEED,0.3276154383165453
2021-05-10,MAHARASHTRA,SINDHUDURG,0.3183282620368713
2021-05-10,MAHARASHTRA,SANGLI,0.3074559606718558
2021-05-10,MAHARASHTRA,PARBHANI,0.30066996431031245
2021-05-10,MAHARASHTRA,JALNA,0.2897954091816367
2021-05-10,MAHARASHTRA,AMRAVATI,0.2843525972205535
2021-05-10,MAHARASHTRA,WARDHA,0.2694120447512497
2021-05-10,MAHARASHTRA,GONDIA,0.2671087307659611
2021-05-10,MAHARASHTRA,KOLHAPUR,0.2579682993566199
2021-05-10,MAHARASHTRA,SOLAPUR,0.2547185485478833
2021-05-10,MAHARASHTRA,OSMANABAD,0.2517911975435005
2021-05-10,MAHARASHTRA,LATUR,0.2495522799283648
2021-05-10,MAHARASHTRA,PALGHAR,0.242515175810331
2021-05-10,MAHARASHTRA,NAGPUR,0.239864064504007
2021-05-10,MAHARASHTRA,PUNE,0.22712109610967252
2021-05-10,MAHARASHTRA,RATNAGIRI,0.21738015893360677
2021-05-10,MAHARASHTRA,RAIGAD,0.21268463492220058
2021-05-10,MAHARASHTRA,NANDED,0.19639744334689135
2021-05-10,MAHARASHTRA,AKOLA,0.18886068534609002
2021-05-10,MAHARASHTRA,GADCHIROLI,0.18722245248386524
2021-05-10,MAHARASHTRA,BHANDARA,0.1817253226854861
2021-05-10,MAHARASHTRA,YAVATMAL,0.17779392373725142
2021-05-10,MAHARASHTRA,WASHIM,0.1561372233575373
2021-05-10,MAHARASHTRA,NANDURBAR,0.1538158154210215
2021-05-10,MAHARASHTRA,MUMBAI SUBURBAN,0.1494590707272841
2021-05-10,MAHARASHTRA,DHULE,0.1426648721399731
2021-05-10,MAHARASHTRA,THANE,0.13453319822002907
2021-05-10,MAHARASHTRA,AURANGABAD,0.10848954966602026
2021-05-10,MAHARASHTRA,JALGAON,0.10822566201867724
2021-05-10,MAHARASHTRA,MUMBAI,0.10697251180203123
2021-05-10,MANIPUR,IMPHAL EAST,0.29206906643254316
2021-05-10,MANIPUR,KAKCHING,0.2569343065693431
2021-05-10,MANIPUR,BISHNUPUR,0.2142353770260747
2021-05-10,MANIPUR,IMPHAL WEST,0.20059992500937382
2021-05-10,MANIPUR,CHURACHANDPUR,0.14917825537294563
2021-05-10,MANIPUR,THOUBAL,0.14359861591695502
2021-05-10,MANIPUR,KANGPOKPI,0.11090909090909092
2021-05-10,MEGHALAYA,EAST KHASI HILLS,0.2226880969019334
2021-05-10,MEGHALAYA,RI BHOI,0.18739635157545606
2021-05-10,MEGHALAYA,SOUTH GARO HILLS,0.18141592920353983
2021-05-10,MEGHALAYA,EAST JAINTIA HILLS,0.15188335358444716
2021-05-10,MEGHALAYA,NORTH GARO HILLS,0.15053763440860216
2021-05-10,MEGHALAYA,WEST JAINTIA HILLS,0.12952646239554316
2021-05-10,MEGHALAYA,WEST GARO HILLS,0.12550607287449392
2021-05-10,MIZORAM,SERCHHIP,0.11486486486486487
2021-05-10,NAGALAND,MON,0.5068493150684932
2021-05-10,NAGALAND,DIMAPUR,0.25932035631804684
2021-05-10,NAGALAND,TUENSANG,0.15469613259668508
2021-05-10,NAGALAND,WOKHA,0.15384615384615385
2021-05-10,NAGALAND,KOHIMA,0.14712153518123666
2021-05-10,NAGALAND,LONGLENG,0.12162162162162163
2021-05-10,ODISHA,KALAHANDI,0.4881360990896881
2021-05-10,ODISHA,SAMBALPUR,0.4688431957306545
2021-05-10,ODISHA,SUNDARGARH,0.35512470771628996
2021-05-10,ODISHA,KHORDHA,0.3415917807452199
2021-05-10,ODISHA,BARGARH,0.3352730528200537
2021-05-10,ODISHA,ANUGUL,0.3303759260953078
2021-05-10,ODISHA,BOUDH,0.30435847208619
2021-05-10,ODISHA,PURI,0.26406734603455917
2021-05-10,ODISHA,CUTTACK,0.2560438484878144
2021-05-10,ODISHA,BALESHWAR,0.25589098135705496
2021-05-10,ODISHA,BHADRAK,0.2540168324407039
2021-05-10,ODISHA,BALANGIR,0.2519267822736031
2021-05-10,ODISHA,NABARANGPUR,0.2514447592067989
2021-05-10,ODISHA,KENDUJHAR,0.24080705738492444
2021-05-10,ODISHA,DEOGARH,0.23951537744641194
2021-05-10,ODISHA,NUAPADA,0.2391260368197451
2021-05-10,ODISHA,JHARSUGUDA,0.23600248292985723
2021-05-10,ODISHA,SONEPUR,0.2089579524680073
2021-05-10,ODISHA,JAJAPUR,0.2013479359730413
2021-05-10,ODISHA,DHENKANAL,0.1857714385110454
2021-05-10,ODISHA,JAGATSINGHAPUR,0.1662322618013322
2021-05-10,ODISHA,RAYAGADA,0.1595792637114951
2021-05-10,ODISHA,GAJAPATI,0.1482050297561912
2021-05-10,ODISHA,NAYAGARH,0.14671702498547357
2021-05-10,ODISHA,MAYURBHANJ,0.1296169043119739
2021-05-10,ODISHA,KANDHAMAL,0.10380868024800709
2021-05-10,ODISHA,KENDRAPARA,0.10155440414507771
2021-05-10,PUDUCHERRY,YANAM,0.9685349065880039
2021-05-10,PUDUCHERRY,PONDICHERRY,0.424197625065573
2021-05-10,PUDUCHERRY,MAHE,0.29873417721518986
2021-05-10,PUDUCHERRY,KARAIKAL,0.2665589660743134
2021-05-10,PUNJAB,S.A.S NAGAR,0.26277445779896597
2021-05-10,PUNJAB,BATHINDA,0.25830258302583026
2021-05-10,PUNJAB,FAZILKA,0.24647505422993493
2021-05-10,PUNJAB,AMRITSAR,0.23949786365183195
2021-05-10,PUNJAB,PATHANKOT,0.2313721786759845
2021-05-10,PUNJAB,MANSA,0.20834804094599366
2021-05-10,PUNJAB,SRI MUKTSAR SAHIB,0.18266454965357967
2021-05-10,PUNJAB,LUDHIANA,0.18170735954860506
2021-05-10,PUNJAB,FARIDKOT,0.17540098459583928
2021-05-10,PUNJAB,PATIALA,0.16910838581372223
2021-05-10,PUNJAB,RUPNAGAR,0.16776470588235295
2021-05-10,PUNJAB,JALANDHAR,0.16398787539162996
2021-05-10,PUNJAB,FIROZEPUR,0.14873979410720625
2021-05-10,PUNJAB,FATEHGARH SAHIB,0.14117856507032223
2021-05-10,PUNJAB,GURDASPUR,0.1385841537740272
2021-05-10,PUNJAB,MOGA,0.11440267155014543
2021-05-10,PUNJAB,HOSHIARPUR,0.109536139026638
2021-05-10,PUNJAB,SANGRUR,0.10650952748100011
2021-05-10,RAJASTHAN,BIKANER,0.6718787395293179
2021-05-10,RAJASTHAN,PALI,0.5743589743589743
2021-05-10,RAJASTHAN,RAJSAMAND,0.504
2021-05-10,RAJASTHAN,JHALAWAR,0.4644387317909169
2021-05-10,RAJASTHAN,UDAIPUR,0.43707658206112826
2021-05-10,RAJASTHAN,PRATAPGARH,0.42857142857142855
2021-05-10,RAJASTHAN,KOTA,0.3769665264035786
2021-05-10,RAJASTHAN,HANUMANGARH,0.3543046357615894
2021-05-10,RAJASTHAN,JAIPUR,0.29669307947433426
2021-05-10,RAJASTHAN,BUNDI,0.2857142857142857
2021-05-10,RAJASTHAN,CHURU,0.28316326530612246
2021-05-10,RAJASTHAN,JHUNJHUNU,0.2831541218637993
2021-05-10,RAJASTHAN,BARMER,0.26618705035971224
2021-05-10,RAJASTHAN,GANGANAGAR,0.26485148514851486
2021-05-10,RAJASTHAN,SAWAI MADHOPUR,0.2631578947368421
2021-05-10,RAJASTHAN,DAUSA,0.2438468550592525
2021-05-10,RAJASTHAN,BANSWARA,0.24175824175824176
2021-05-10,RAJASTHAN,JODHPUR,0.234413352970054
2021-05-10,RAJASTHAN,BHILWARA,0.2263382861795237
2021-05-10,RAJASTHAN,TONK,0.22611464968152867
2021-05-10,RAJASTHAN,BHARATPUR,0.20902612826603326
2021-05-10,RAJASTHAN,ALWAR,0.19954173166926678
2021-05-10,RAJASTHAN,SIKAR,0.19645293315143247
2021-05-10,RAJASTHAN,BARAN,0.18309859154929578
2021-05-10,RAJASTHAN,NAGAUR,0.15458015267175573
2021-05-10,RAJASTHAN,KARAULI,0.1359238699444885
2021-05-10,RAJASTHAN,CHITTORGARH,0.13278008298755187
2021-05-10,RAJASTHAN,DHOLPUR,0.11363636363636363
2021-05-10,SIKKIM,SOUTH DISTRICT,0.2671957671957672
2021-05-10,SIKKIM,EAST DISTRICT,0.2549435028248588
2021-05-10,SIKKIM,NORTH DISTRICT,0.23076923076923078
2021-05-10,SIKKIM,WEST DISTRICT,0.14754098360655737
2021-05-10,TAMIL NADU,RANIPET,0.34247614917606245
2021-05-10,TAMIL NADU,KRISHNAGIRI,0.339524348810872
2021-05-10,TAMIL NADU,TIRUVANNAMALAI,0.3279888718061352
2021-05-10,TAMIL NADU,TIRUPPUR,0.312977547901728
2021-05-10,TAMIL NADU,CHENNAI,0.29673759293656904
2021-05-10,TAMIL NADU,NAGAPATTINAM,0.26854066985645936
2021-05-10,TAMIL NADU,COIMBATORE,0.26235661268556004
2021-05-10,TAMIL NADU,TUTICORIN,0.2598768723641476
